Name,Address,Rating,Place ID,Reviews,Distance from Center
dafo,"Strada Zorilor 25, Cluj-Napoca",4.3,ChIJKZpsZn8OSUcR2ixUJaKcm78,"Albert Kallo: That was one of the nices place place i ever been..simple,useful ,quiet and nice . If ever go back i would love to stay there again..; Maria Andreea Balea: Everyone was very helpful! It was a pleasure to stay there! I definitely recommend it!; Zoli Fazekas: Comfortable and clean studio apartments, very nice personnel; Liviu Malaescu: Clean, nice, near center, affordable price.; mircea ioan: Very nice place nice staff great rooms",1.79
Apropo Bistro,"Strada Republicii 120, Cluj-Napoca",4.2,ChIJmcAgotINSUcRv5yHRT7qTN0,"Michael HB: Food is pretty good had spaghetti with chicken and broccoli. The only reason for giving 4 star is because there were hardly any spices on my food. I had to abuse the salt and pepper big time. Other then that's food is good for the value. Also the waiting time was very long although the restaurant wasn't very busy.; Andrei: The experience with this place is usually 50/50. Price wise, the items are accessible. Beverages were OK and they make a tasty lemonade. I do not recomand the crispy chicken, it is very dry and the chicken is tasteless. Pizza is decent when they do not burn it. Deserts are OK but if you eat them in the restaurant. The lava cake ordered ""to go"" ended up being rock hard and we struggled to cut through it.; Bianca Avram: One of my favourites in Cluj. And not just because it is close to my student dormitory, but because the prices are good, the menu various and the dishes tasty. The pizza is veeeery good. I also had burrito, foccacia, quesadilla, desserts and quite a lot of beverages. They have a smart app that you can use to call the waiter. Again. Favourite. Thank you for your service!; Alina Vinț: The place is nicer than before as it was recently renovated. The burgers we ordered were delicious and we enjoyed good cappuccinos. The staff are very friendly and the price-quality ratio is great.; I Bogdan: The sisha had a burnt taste and after we requested the check where we had the option to leave a review i said in the review that the sisha was a bit burnt, not a big deal but it was a heads-up for the staff. When the check arrived the lady told us its our fault that the sisha was burnt and it barely could be smoked or enjoyed and that it was our duty to take care of the charcoal so it doesn't burn (first sisha bar i ever heard about that) and we left the argument there and we were told that our review on the menu app would not be taken into consideration. The check will always make you add 10% tip there is no way to go around it and the food and drinks are quite expensive for what they are for 60-80 ron / person there are other places around here that are cheaper and better. Not a great experience",1.61
Mama Manu,"Strada Republicii 120, Cluj-Napoca",4,ChIJq4kZsdINSUcRQY43kPZm45U,christos papazoglou: Ever since I started eating Lipie medie wirh the orange spicy cheese sauce and the tzatziki combo I left losers club and joined winners queue; Isuru Udatharaka: I suggest this is the fast food in romania; Bogdan Sigartau (Rosky): The food was ok but the service was horrendous. The employee started yelling at me for takijg pictures of the vegetable options for my partner to see. I get it if pictures are not allowed of the menu but I was taking pictures of the veggie options and he could have just told me not start yelling and acting incredibly rude. Awful service.; Mr P: Falafel itself was nice as was the garlic sauce but the dry salad and the soggy chips was unacceptable. Discovered many places across the road in the mall would have been much better; Andrei-Cristian Rad: Ingredients were nor fresh and meat had a bad taste.,1.53
Subway,"Strada Republicii 109, Sc11, Cluj-Napoca",3.8,ChIJowyCtNINSUcRnuVIzMjIs9M,"Loredana Popescu: Extremely slow moving personnel! I had 2 people in front of me and it took 15 minutes  to get 4 sandwiches, mine included. I also ordered a Spiced Pumkin Latte, wich I confirmed twice with the server and I still ended up with a cold coffee that has nothing to do with what I ordered; Marcello Karagiannis: Sad atmosphere with catatonic workers. If you are in a rush trust me and don’t come here to order cause the minimum queue you will get is 20min.; Exuard Asuma: Everything here is beautiful, people are nice, I saw that the employees are doing their best to serve us all, so let's be more understanding and with them people are doing their job, let's not make it harder than it is!; Oszkar Ambrus: In 2023's Europe, the Hungarian employee is not allowed to speak Hungarian to customers.
He is allowed to speak English.
What is this hate towards an ethnical minority?; Hintea Dan Alexandru: Healthy fast food",1.61
Buena Vista,"Strada Republicii 110, Cluj-Napoca",4.1,ChIJH-oHtdINSUcR7x06ilkLenI,"Sasa Ch: I eat everyday here, the food is delicious and looks very good, the staff is very welcoming and everything happens in a Short time; Nara Dima (Monkey): Delicious Romanian home made food, very cheap for such quality ! Make sure you reach there before 3pm , as it closes after 3. Great for breakfast, lunch, and brunch ! Cannot wait to eat here again, it's like having a Romanian grandmother cook for you !; Attila Ujvári (Ujvi): I've been eating here for years on and off, and it is still good. I also love that the owner still recognizes me after all these years. If you decide to eat here, I recommend the snitzels, they are huge in size and super tasty!; Alen Radosevic: Now this is the place to eat a decent food for a fair amount of money. Taking cash, cards and once in a while for regulars they give free meal or at least a discount up to 30%. Great budget place.; Dorin C.: Friendly staff. Food is decent both when it comes to taste and price. Recommend it if you want to have a quick lunch",1.5
Salad Box,"400000, Strada Observatorului 5, Cluj-Napoca",3.6,ChIJs1oAWM0NSUcRBVISQ-LEq8o,"ANA'S MAGIC WORLD: I love that you can customize your salad, using the ingredients that you choose. Therefore, you can have a vegetarian or a salad with pork, chicken or fish. The salad is being quickly prepared. Moreover, you can either eat it there or take it with you. Can't wait to eat there again!; Geani Alexa: I wanted a quick bite and ordered the small chicken wrap, but surprise, there was no chicken inside. I think it ran away. Worst 17 lei ever spent 🐔; Andrei Onet: This is not healthy food, this is a business making money from your intention to eat healthy.
The portions are small and they literally count each piece of ingredient when they make your salad.
Very high prices for 300 grams of tasteless vegetables. Many ingredients have no taste (tomatos, carrots, salad).
I have a sensibile stomach to food chemicals and I had problems many times eating there.; BSSC: Decent salad, and the soup was good, I managed to get the last one at a little time past noon... So yes, not very well supplied; David Ghitulescu: Simply amazing salads with tasty ingredients.",1.58
Restaurant Rod,"Calea Turzii 160, Cluj-Napoca",4.5,ChIJLUIEYs4NSUcRO8txgRnwJdU,"Andrei Siu: Really great food! We started with some beef carpaccio and it was delicious, then we got the beef burger and pork ribs, which are top-notch meals and tasty, but a bit too fatty, which made the dish a little too heavy.

Me and my fiancee will definitely go again and try other dishes + their desserts, which everybody praises.; Robert Simoiu: I am visiting this place for more than 3 years, and it's one of my favorite places to eat. The food is good, I like the plating, especially for desserts. The atmosphere is very nice, with a decent price for what it offers.; neetZza nitZza: nice restaurant, good variety of food, pretty big, with a terrace, and a parking lot; perfect for a special occasion; Alexandra Aron: Had lunch here, for the first time. I chose this restaurant for it’s reviews.
It has an covered terrace on the entrance, where you can smoke. I choose to stay inside. I have no pictures, but upstairs seems more modern .
O part of the kitchen is opened and you can watch inside. That says a lot off things about them.
Staff is extremely kind. Everything is very clean and the restrooms are great designed !
For lunch I had chicken soup, which was perfectly served, but too salty for my taste..
Next I had risotto with truffles. Delicious !!!

Wish you all the best!  🙏
See you next time!; Bogdan: The service and atmosphere are overall great, the food on the other hand, for the price, I was not really blown away, had cheaper stuff that was on par or better than what I got there. In all fairness I didn't try everything from the menu just had a burger and dessert. The burger had a real nice smoky flavor to it but not much else. The dessert on the other hand was really good. So overall I would say it's a good place for a date night if you're close by but I wouldn't go out of my way to get here personally.",2.16
City Pizza,"Strada Bună Ziua 39, Cluj-Napoca",2.4,ChIJJwJmn6AOSUcRCu9Jxml4lqM,"Patrichi Ciprian: Order accepted, after almost 2 hours I get the order canceled. I was on the app the whole time clicking the refresh button and it actually showed for 30 min that in 5 minutes the order will arrive.; Mary Hadjiangeli: Very good fresh pizza. The owner was very polite too.; Matt Bosca (Krix): I ordered a pizza + dessert + juice menu. The cannibal pizza surprise was greasy and nauseating, the guattro fromaggi pizza was super delicious if you eat it covered with garlic so you don't feel the taste of cheese left in the sun for two days. The tiramisu had the delicious taste of Mona (sanitary spirit), the fruit tart was ok but it didn't need to be pressed. Score 10 for the juice at the dose was great. :); Anita Maria: I ordered 4 Crispy mini menus.
what did i get Some half-black potatoes and some imitation crispy pieces, probably bought from a supermarket, by the kilo. It should be mentioned that there is no meat at all in those pieces of crispy, but it is a paste of unknown origin, who knows what they contain.

Conclusion: do not order from Citypizza. You will be disappointed.; Garo Morosan: I placed the order and it was canceled not knowing this once my order was confirmed. When I checked an hour later, it was cancelled. No one had notified me. I was told on the phone that I had to check my email. For real?",2.37
Bistro Napoca,"Strada Observatorului 82-86, Cluj-Napoca",4.1,ChIJNx2UuYEPSUcRzTrdeu2FVEQ,"乙 爪丨匚 乇: Ordered for the first time here with a friend late at night. We were missing 2 sodas, the meat was raw (blood and oil was spewing out) and had a funny taste. Couldn't swallow a bite. That's a shame because we were hungry and the food looked good.; Robin Vinci: The pizza (Mexican pizza) was oke. But they forgot the ingredient (spicy pepper). I do like spicy food. So, order was fast, pizza is oke. But forgetting an specific ingredient... Nah, next time, i hope they won't forget; Henrietta S: Totally unprofessional...they don't respect the customers, nor the delivery people...I was made rude and in the mood for a scandal after waiting 35 minutes more than the estimated waiting time for the order.
The management apologized for the incident, instead the employees continued with bad taste comments towards me.
I hope that measures will be taken! Education and the 7 years at home cannot be without Horeca!
How long can we swallow anything from anyone?; Paul V: I waited almost 5 hours after the order and it didn't come, after many phone calls in which they said it would arrive in 30 minutes. A mockery of a restaurant. Do not order from them!

Later edit: the order arrived, 3 dry and tasteless pizzas.; Onutan Andrei-Stefan: I waited 4 hours after ordering only for it to arrive incomplete and with a dry and embarrassing pizza that I wouldn't eat even for free. Avoid this local mess.",1.79
Papanash,"Strada Observatorului 84-86, Cluj-Napoca",5,ChIJN0iggkcNSUcRWXLtWu_h06k,Bianca Rus: I ordered through Bolt Food. The order arrived quickly and the papanas were very tasty 🫶; Mardare Lucian Gabriel: ,1.79
Pasta La Vista Zorilor,"Strada Observatorului 82, Cluj-Napoca",4.5,ChIJpwVLpLYNSUcRo9Epyxbvdh0,"J Zap: Best fast food pasta I’ve ever had. Small location kitchen meant for takeout/ to go. Prices are cheaper in person than on the apps. November 2024.; vitalie gherman: I don't understand how he ended up with such a qualification.
Pasta by the dozen, with cheap ingredients, sold at outrageous prices.
Way too salty. In addition, I also had acidity after eating them.; Alina Duca: Very good pasta carbonara 😍; Madalin Gabriel: Super good shrimp pasta!; Gabriela Gota: Best pasta in Cluj 😎",1.79
Crama Haiducilor,"Strada Cometei 12/14, Cluj-Napoca",4.3,ChIJ44jT680NSUcRFZJIqAnTitc,"irina pop: If you order from this place or eat in and you like garlik, please get the fries. They have the best fries made from actual potatoes with garlik and parsley.
If i was on death row and had one more meal, their fries would be it :)))).; Nathan: This is one of the best experiences I’ve had in the last 20 years of international travel. The hospitality, service, food, and preservation of a traditional environment is second to none. Just down the road from the town square and shopping. Strongly recommend putting this on your bucket list when visiting Romania.; Cristian Netin: Great place to have traditional romanian food, excelent service!
Had a great time and the staff and cuisine were excellent!
Must try: snitzel, fries with garlic, all stews are delicious!; Andreea de Block - Zurgalau: Great, Great food, excellent service, recommend a million times! Keep up the good work guys!; George Anghel: A solid option for romanian traditional food (and some more European wider style around it).
What really impresses is the excellent location, especially in winter. Do ask for the wine cellar below - with full-on authentic traditional decorations and a superb, cozy fireplace - they will start a fire for you.",1.92
London Brothers Cluj,"Strada Observatorului 82-86, Cluj-Napoca",4.5,ChIJWQuzXbYNSUcRTUES1jYjlU0,"Bogdan: Pizza was good. Burger was average. They seem specialized in vegan/vegetarian options. Bun was too thick and could not really sense any flavours. Food also arrived a bit late and cold. Will probably try again.; Agi22: At first (2-3 years ago) the food was amazing but now it's average at best. Everything is soggy, dry and has no taste. Last time we ordered a vegan chicken wrap and it came literally in pieces. The filling fell everywhere. Very disappointing.; Kat: Thought that this was a restaurant but turns out it’s take out only so decided just to order and take it home. Got the Waugh burger and fries. The wagyu burger was good at first but with time was a bit too overpowering on flavors and got extremely messy (like need to wash your hands multiple times messy). The portion size was too large in my opinion and added to the mess, I think it would be better smaller. The fries were good and the spices on them tasted great. The regular aioli was good, but the spicy aioli had almost no flavor and definitely no spice. Wouldn’t recommend the spicy aioli. Overall a bit expensive and wasn’t the best meat. I might come back to try a vegan burger as there’s a great selection and see how that goes.; Bea D: Best burgers, fries, bao buns and food in general. Really special and different experience compared with other places. I 100% recommend it. ❤️; B 5: The best part about this place is that anything you'll order from their menu will be the best food you've eaten that day! Their noodles are hands down the best noodles in town, not to mention the burgers. I would also recommend not to miss out on the deserts, they are amazing! Their dishes have a well-balanced flavor and a little bit of fantasy. You can truly feel they cook with passion! As a bonus, the owners are super cool!",1.75
Wei Ramen,"Strada Republicii 110, Cluj-Napoca",4.8,ChIJLfNetj0NSUcR85HoYuMXPKI,"Nicole Tree: The restaurant decor is cute. Customer service is amazing. We had the tempura shrimp, chicken roll, fried chicken, and then 2 spicy ramens. The food was fresh and came out fast. We enjoyed every dish. Everything is reasonable priced. We will definitely be back.; Alessandra Silaghi: 100% would recommend!! We arrived right before they were about to close but they were kind enough to still serve us. We tried 3 different kinds of ramen and all of them were absolutely delicious! Can’t wait to visit this place again!; Madalina Alexa: New place in town. Worth a visit!
My fav: Karage ramen & gyoza pork. Tonkotsu ramen was also very tasty.
Sushi Dragon roll 7/10.
Service is nice, friendly people, quick service.; Nora Lefter: On top of it being the most delicious ramen in Cluj, the place is 10/10, especially if you enjoy anime. The little details such as the music and game arcade make for a very friendly and warm atmosphere 🍜💕

Can't wait to go again!; Cheranu Denisa: Everything was extraordinary. The place itself is very nice and gives you a feeling of gorgeous Japan/China. Food without words. Ramen or Japanese fried chicken or rivals with pork, shrimp and top onions. Miso ramen best. I highly recommend this location. Super cool everything. Footnote 10 ⭐⭐⭐⭐⭐",1.5
PIADINA fresco.urbano,"Strada Republicii 109, Cluj-Napoca",4.1,ChIJ-zHgqNINSUcRf1OlGErzMsc,"Endre Nagy: The food I've eat was really great and tasty. The service was only ""there"". Special offers had no details what the food contains. And if  you have an Italian restaurant, you should spell the Italian text correctly. For that price of a Fastfood, the whole package should be better.; Timis Larisa: been there and the talk lady behind the counter was really rude and swearing at customers , also the piadina was awfull . i wouldnt go back there .; ANA'S MAGIC WORLD: The piadinas are delicious. You can pick-up your favourite and it will be prepared and served warm soon. Can't wait to eat there again!; Bacanu Ovidiu: Good food, good view, nice people!; Tanja R: I was there 2 times, and today I just walk in, sad Hello, stand there for few minutes ( only customer), but since non of 3 employes didnt bother to say Hi or serve me, I just walk out. Really bad service, and I am sure I will never go there again!",1.6
Freschissima,"Strada Republicii 109, Cluj-Napoca",1.9,ChIJDyWoCcsNSUcRtXMsj_kvcNk,"Laurananas: Great! I ordered 4 times already. Easy, fast and super tasty. I don't understand all the bad reviews because for me it was exceptional lmao. I recommend.; Benchea Camelia: Quantity less than advertised, recipes change over time but product name remains unchanged, incredibly small quantity of meat per portion, even with extra bacon/chicken paid. 99%pasta, cheap sauce and little to no meat. Very deceitful, I will avoid this place.; George M.: The pasta I got weighed significantly less than advertised. I did not get the extra I ordered. Did not receive receipt for the order. Promotional code I used was cancelled between the time I ordered and when I received them. Very overpriced products. Horrible service all in all, stay away.; Void RC: Quality of products got worse over time, so did the portion size, even to the level where it's not the advertised weight. Very bad quality/size/price ratios. Not recommended.; Émile Daflar: Bad quality. The pasta taste bad. I cook better at home.",1.6
Fit and Healthy by London Brothers,"Strada Observatorului 82, Cluj-Napoca",5,ChIJy23JoJUNSUcRJdQpU8uURww,"Bea D: Best healthy options. All of the foods are delicious and the experience is unic. The taste of the food is unmatched with other places. I 100% recommend it. ❤️; mihaela roxana baciu: They have 2 delivery locations there. The Fit and Healthy and the one with burgers and others. I tried both, but i prefer the heathier one because it is one of the few good options in Cluj. The Fit&Healthy black rice with meats (chicken,prawn, pork) and sauces were always very tasty. Also the burgers are good (from the ""normal"" place).; Denes Ioana: Excellent healthy food and very efficient staff. It is extremely convenient and the prices are fair. I am crazy about their cheesecake. Could only recommend.; Elena Mirabela: Super high quality, tasty and diverse. I was impressed by all the flavors ✅ I can't wait to try the whole menu 🤤
P.S: Whey Protein Cheesecake is 🔝; Adelina Camarasan: I ordered a rice with shrimps and a cheesecake, both very good! I recommend!",1.8
Golden Burgers,"Strada Observatorului 82, Cluj-Napoca",4.6,ChIJvwWXrLwNSUcRAuGzK3Y89VM,"Catalin Apostol: Exceptional burgers. Substantial portions for the sides. You have to try their homemade ginger beer. Buns are soft, sauces are tasty and innovative. Overall one of the best.; Horga Andrei: Don’t order on Delivery from those guys. They keep you waiting for hours only to cancel your order, basically a waste of time.. Very unprofessional!; Gabriela-Tabita Moraru: I ordered yesterday for the first time, I was surprised by the generous portions, the quality of the ingredients and the fact that no frozen potatoes were used, they look like fresh potatoes, very good as I have not seen in other locations. You must try the ginger drink, it combines very well with the burger (2 mouthfuls of the drink and then you will feel the flavors of the burger much better). It should be mentioned that the order arrived very quickly. All in all it was a pleasant experience, we will order again.; Csaba Roland Gagyi: Large portion of burger, huge portion of potatoes and the secret sauce were exemplary good. All at an affordable price.
I confidently recommend their food to everyone. Burgers with potatoes at this price are rarely found.; Roxana Berea: The burgers are absolutely delicious. I was very pleasantly surprised after the first order. Portions are generous and very tasty. Well cooked meat, soft buns, good hot sauces and equally tasty dessert.
Extremely nice and generous staff. It's the kind of experience you recommend to all your loved ones!😍",1.8
Beefy Boys,"Strada Observatorului 82, Cluj-Napoca",4.7,ChIJv2Pn414NSUcRcOsQbh25s-Y,"Adrian Tudor: I kept seeing this place being reviewd on Insta and i was curious. Unfortunately it was not as expected. The meat was too salty, the buns war really soft and the overall experience was far from what was promoted. Maybe a lower price and lower expectaion would have matched the quality and taste. The fries were not frozen but were fried too much, almost burnt.; Tudy petrescu: Is is just delivery... don't go there expecting a restaurant. The potatoes were horrible but the burger was decent.; Mihai G.: Best smashed burger that has ever existed in Cluj-Napoca.
Top-notch freshly cut fries as well.
Please do yourself a favor and order any of their burgers and thank me later.; Andra Albu: If u are a chicken lover like me, u must try the chicken burger from Beefy Boys. Tasty and juicy 😋
I totally recommend! ✨✨✨; Edelina Aelenei: The best!",1.8
Crispy Store Zorilor,"Strada Observatorului 82-86, Cluj-Napoca",4.2,ChIJJfoyGFMPSUcRApl_8z731kY,"Rebeca Coman: I'm glad we didn't read about the 1 star reviews before ordering, because we had a completely different experience. Delicious burgers (one double cheeseburger and one chicken crispy burger), acceptable delivery time (about 1h) and exactly what we ordered. The fries were still hot and fresh, the meat was flavorful and the buns really tasty! We also received a Coke for free. Will definitely order again.; steven boon: Great food ,superfast served .we ate 2 delicious juicy Italian burgers and very fresh crispy chicken .
The burgers came on home made soft bun that properly hold together the perfectly fried burgers.
Then the crispy chicken fillet was made very fresh ,soft inside and crunchy on the  outside .served with the best garlic mayonnaise and French fries. Thanks and Good job ! We will come back soon .; Mario Orban: Fantastic burgers and great price offers. Recommending this place to everyone that likes tasty food!!; Lemur Emma: If you are in cluj you need to take a bite of this ✌️, best burgers in cluj ❤️ and the fries? 🤤🤤🤤; Ervin Sipos: Very tasty burgers. Every time I ordered, the food was delivered in the estimated time and hot!",1.81
MATES PUB,"Strada Observatorului 109, Cluj-Napoca",3.5,ChIJB7qJxYcNSUcRBbQw1g1hW3o,"Vlad Vasile: very hot inside in summer as there they do not start AC. Price a bit expensive like 12 lei for a beer that is not cold 🥶; Reka Sterner: No flexibility from the owner for sitting on terasse while not raining. Because he already wiped the chairs twice that day....; Bachner Istvan: Location might be all right, but the people are definitely not!; Delia Panca: Good pizza, nice terrace; Radu Muresan: Two days ago I found out that at Mates the dog is not allowed on the terrace or inside. It is their internal policy and I accept it, but I recommend that they also put a no sign with the dog.",1.88
Talisman,"Strada Observatorului 109, Cluj-Napoca",4.4,ChIJtQAbvdMNSUcREEI8tbZWxA8,"Valentina Cenan: I was at a party. Good food, good services.; Plesa Ioan Marius: Ok; Oana oana: The food is absolutely delicious, look and taste......especially the belly soup :), very welcoming people with a lot of patience. No matter what food I ordered, it is absolutely very tasty. All appreciation for such a place .5 *****...

PS: I had a horror of cous-cous :)))) ""displeasure from other parts"", but the dancers made the best cous-cous :D); Florin Lujerdean: Super ok local staff music etc; Luminita Hatos: Every time everything was superlative
It is worth every opportunity to spend it in this location
You can't regret anything, humane people, enough food and the excellent atmosphere",1.88
Marty Sports & Grill,"Republicii St. No 109, Cluj-Napoca",4.4,ChIJhbOPtNINSUcRu5y4VCjoTq4,"Ioana-Livia Murariu: There is a great variety of food, but too expensive for what they offer. The service is excellent, and the location very clean.; Raul Filea: The food was amazing, as was the drinks and service! The order came fast, the atmosphere was perfect for going out with the team and the prices were good.; Dasha Kogen: The meat and the drinks were delicious, the rice and the potatoes — not really. Overall, service is good, half empty space with several zones to pick from where to seat; Ionut Cristian: Went there with a group of friends to watch a game and grab Something to eat. We had pizza and ribs to eat and beers to drink.
Food was decent (pizza qf 3/5, pizza with ricotta and ham 4/5, ribs 3/5), service was nice and fast. All in all a 3.8 would be fair. It’s kind of expensive and not that great; Moldovan Melinda: i ordered a pesto pizza for the first time thinking it will be a great option since i love pizza and pesto, my order arrives at home, i look at the pizza, and the pizza looked like a cooked bread with a burrata on top, almost like it had no pesto on it, if you get a pizza from them, never choose this, i payed 60 lei for a cooked bread with a burrata on top, THE WORST PIZZA I HAD IN MY LIFE !",1.55
La Badea Fast-Food,"Strada Meteor 3, Cluj-Napoca",4.8,ChIJITwfoM0NSUcRDhH81wVCwdE,"Eddy Keselin: The food is very good and the service is very good, they also deliver to the school through the fence; Chiorean Filip: 10 lei for a burnt rotten hot dog with horse dung sauces.

2 children got an infection from your food.

when I got a pizza, all the oil ran down my shirt and legs like you put 2 bottles of oil on a slice of pizza. there is also 8 lei. at least it's beautiful, otherwise I wouldn't have come.; G. S. M.: The food is very good and the service is very good; Alex Pop: Incredibly respectful staff. A vast menu that indulges my appetite. The juice is brilliant, not diluted with water like the one from Fast Food. I recommend with confidence!!!; Darius Secasiu: There is no more pizza or calzone on the menu.",1.81
Lunch time,"Strada Meteor, Cluj-Napoca",5,ChIJ2fDcdAANSUcROpfXRgFJnXY,"Koyote93: Pizza was awesome, we tried 4 different ones and each one of them was beautiful and tasty!; v vv: Ordered from home, decent prices, good taste, big quantity.; Сергей Сварич: I was on a business trip.   went to have a snack.  it was very tasty and not expensive.  very friendly staff; Даниил Буташ: Very nice place, food delicious and fresh. Affordable prices. Service at the highest level. It is clear that the owner puts his whole soul into it); Tymur Skrypnyk: amazing",1.81
Jabbar Kebab House,"400489, Strada Republicii 109, Cluj-Napoca",4.1,ChIJz-fop9INSUcR_NOKhrjo3Nw,"Couladin: On a scale of 1 to 10, I rate 11. The portions are generous, and the taste is as good as anything I've ever eaten. Everything is freshly cooked in their own kitchen, even the bread.; Horatiu Popescu: A good looking place (not great as it's just a fast food joint). The service is very good, with nice and helpful staff. Te kebab was excellent, and make sure that whatever you try, you get their home made Jabbar sauce. Prices are quite good. A pleasant experience overall. Would definitely return to this place!; Adri: Low quality Kebab, from  meat to vegetables, to bread. Only god knows why they put the fries inside, and not outside with it's free sauces . That low bread quality, I only found in Spain when you need a kebab after party. Expensive for what it is. After eating kebabs in Portugal, Germany, Spain, Lithuania, and Poland, this is my very first meal in Romania, and it's disappointing.; Andrei Verestiuc: Definitely TOP 3 places in Cluj-Napoca to eat kebab/shawarma. The serving is good, they move fast and the prices are spot on. Also the place is very clean and it's not too hot inside like other similar places that sell kebab.

Bonus: they have a very good menu with crispy chicken and fries, you must try it. 😋; Andy A: Very good kebab, nice staff, clean shop. The bread is done by them, in house, ingredients are fresh, and the prices are very good.
The menu is varied, you can be a meat lover or a vegan, you can find what you want.
I reccomend you eat here anytime.",1.57
White Lotus,"Strada Pădurii, Cluj-Napoca",4,ChIJt-RmENENSUcRt6XKJrJ1XLE,Constantin Drugescu: Cute,2.08
20 Pizza,"Strada Pădurii 13, Cluj-Napoca",4,ChIJP9LR1EYNSUcR7A4Ltq0ChLw,"Mirel Dan: On August 31, 2024, I ordered a Margherita pizza and a Carnivora pizza. My girlfriend ate all of the Margherita pizza, while I only had a slice of hers (this will be important later in the story).

After about three hours, my girlfriend started to feel very sick and experienced severe stomach pain, which led us to the emergency room (UPU) in Cluj that same night.

At the UPU, the doctors diagnosed her with acute gastroenteritis caused by the pizza she had eaten. I’m certain the pizza was the problem because, as I mentioned earlier, I ate a slice too, and I also had digestive issues afterward.

So check your ingridients!; Roxi Carausu: Very fresh ingredients, fast delivery, overall very tasty. One of the best pizzas I had in Cluj! ❤️
P.S. Capricciosa pizza has artichokes as it should!!!
10/10 would recommend
P.P.S. Told them to remove the olives and they actually did!; I am Pavlo: Super tasty pizza 🍕 it smells amazing,great value for money, quality pizza; Reikai: You order something, you get another thing, they always doing wrong with my order, I order tomato sweet souce, I get garlic souce; bold: Its not good",2.1
Boo.bburger,"Strada Observatorului 90, Cluj-Napoca",4.9,ChIJmxJlJd8NSUcRCdwcO_tyTcU,"Marius Popa: A nice and cozy place , the guys from the staff are very friendly. The price of the burgers is cheaper than in other places, but the food is very tasty. I paid 44 lei for a double burger with fries and spicy mayo (homemade), I'm completely full.; Nicoleta Ionica: If you want a good burger, you must try this! The patty is something different from any burger I had in Cluj. And plus, they solved a small issue on our order very fast! Keep up the good work 🫶🏼; Vlad Coman: I ordered a burger with fries and roasted pepper sauce. This is the best burger I have eaten in years in Cluj-Napoca (since most of them became expensive and of low quality). The fries are by far the best fries I have ever eaten (Are they fresh or do you buy them like that frozen? Either way, extremely good, crispy on the outside, soft on the inside.). If the burger patty had been a little bit more cooked, it would have been by far 10/10. Overall 9.5/10, very good quality.; Andrada Adelaida Patrascanu: I ordered the burgers on Bolt and I can say they are really delicious, the portions are big and the pricing is fair.; Răzvan Roșu: The burgers are very tasty and balanced! Highly recommended! Keep up the good work guys!",1.88
Pizzeria-trattoria D'autore,"Langa sensul giratoriu Sigma Center, Calea Turzii 123, Cluj-Napoca",4.2,ChIJn10aOc0NSUcRcrxx3yWbYx0,"Mihnea Mihailescu: Pizza was good, it s baked in a wooden oven. The service was fast and the atmosphere is nice. There is also a terrace where you can smoke and you also get blankets, which is a nice touch. Overall the food is good, but drinks were below average and too expensive ( 20 lei for a tea which  you have to infuse yourself, 26 lei for an average glass of lemonade, 20 lei for a beer which was not too good).; Denisa Neagoe: The order took a long time to come and when it did mine was wrong. They took it back and when they brought the right order back it looked more like an oily soup instead of tagliatelle al ragu. I assume they were not happy with the fact that I send the wrong order back so they made it in a hurry.

Oh, and when the bill came it still had the wrong order on it.

I've also tried what some of my friends order and the most decent thing were the french fries. (At an Italian restaurant).
I don't know, maybe we were unlucky, but definitely do not recommend it.; Csete Ildiko: Had a lovely lunch with my family. The food is freshly prepared, various sortiments from what you can choose. We had burger with frech fries( I have to mention that the fries were made from fresh potatoes!), pasta with seafood and chicken crispy also with french fries.; Robert Simoiu: I've been to this restaurant multiple times, and every time I enjoyed it.
The food tastes good, the prices are a little above average, but they compensate for the higher price with the food quality and service. It can get crowded, especially at night, so maybe it's worth reserving a table beforehand.
You have a few parking spots in front, but there are a lot more in the back, usually enough.
I recommend this place, especially in the evening.; Raluca Astilean: The food is good here. My recommendations would be pizza and fish. Every time I went, I was lucky to meet nice and welcoming waiters.",1.66
